scan_time_utc,ticker,company_name,sec_insider_score,congressional_score,procurement_score,ownership_score,event_intel_score,signal_count,days_since_latest_event,confidence_label,event_tags,top_sources,reason,baseline_sample_size,baseline_window_days,baseline_event_intel_median,baseline_signal_count_median,baseline_days_since_latest_event_median,event_intel_score_z,signal_count_z,freshness_z,anomaly_score,anomaly_label,anomaly_flags,anomaly_reason,novel_tag_count,novel_source_count
2026-03-17T00:52:30Z,BRBR,"BELLRING BRANDS, INC.",7.96,0.0,0.0,0.0,3.18,14,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for brbr",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:43Z,HNRG,HALLADOR ENERGY CO,7.7,0.0,0.0,0.0,3.08,3,6.0,Insider Activity Watch,"buy, form4, insider, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for hnrg",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:10Z,BLND,"Blend Labs, Inc.",7.47,0.0,0.0,0.0,2.99,8,19.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 19 day(s) ago, insider selling detected for blnd",3,0,2.99,8.0,17.0,0.0,0.0,-0.78,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T00:52:36Z,BW,"Babcock & Wilcox Enterprises, Inc.",7.47,0.0,0.0,0.0,2.99,4,8.0,Insider Activity Watch,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 8 day(s) ago, insider selling detected for bw",3,0,3.77,4.0,6.0,-1.04,0.0,-2.22,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T00:53:13Z,CMCO,COLUMBUS MCKINNON CORP,7.3,0.0,0.0,0.0,2.92,20,14.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding, unparsed",SEC EDGAR,"meaningful insider filing activity, latest event 14 day(s) ago, insider selling detected for cmco",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:51:56Z,BCRX,BIOCRYST PHARMACEUTICALS INC,7.24,0.0,0.0,0.0,2.9,6,14.0,Insider Activity Watch,"buy, form4, insider, option_exercise, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 14 day(s) ago, insider selling detected for bcrx",1,0,2.9,6.0,13.0,0.0,0.0,-0.51,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T00:52:49Z,CLOV,"CLOVER HEALTH INVESTMENTS, CORP. /DE",7.17,0.0,0.0,0.0,2.87,9,12.0,Insider Activity Watch,"form4, insider, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 12 day(s) ago, insider selling detected for clov",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:01Z,BGY,BlackRock Enhanced International Dividend Trust,6.06,0.0,0.0,0.0,2.42,4,42.0,Insider Activity Watch,"buy, form4, insider, option_exercise, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 42 day(s) ago, insider selling detected for bgy",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:18Z,CTMX,"CytomX Therapeutics, Inc.",5.2,0.0,0.0,0.0,2.08,5,41.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 41 day(s) ago, insider accumulation detected for ctmx",1,0,2.08,5.0,40.0,0.0,0.0,-0.17,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T00:52:31Z,BRCB,"Black Rock Coffee Bar, Inc.",3.75,0.0,0.0,0.0,1.5,1,5.0,Low Event Signal,"administrative, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 5 day(s) ago, recent insider filing activity for brcb",1,0,1.5,1.0,4.0,0.0,0.0,-1.33,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T00:51:48Z,ALOY,REALLOYS INC.,1.95,0.0,0.0,0.0,0.78,6,12.0,Low Event Signal,"form4, insider, unparsed",SEC EDGAR,"recent insider filings, latest event 12 day(s) ago, recent form 4 filing for aloy",3,0,0.78,6.0,10.0,0.0,0.0,-1.33,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T00:51:42Z,AGRO,Adecoagro S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:51:42Z,ALM,Almonty Industries Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:51:49Z,ARIS,Aris Mining Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:51:50Z,BBAR,Banco BBVA Argentina S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:02Z,BLDP,Ballard Power Systems Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:37Z,BWLP,BW LPG Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:37Z,CGAU,Centerra Gold Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:52:38Z,CION,CION Investment Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",3,0,0.0,0.0,,0.0,0.0,0.0,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T00:53:19Z,DSGN,"Design Therapeutics, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T00:53:19Z,ERIC,ERICSSON LM TELEPHONE CO,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:20Z,FINV,FinVolution Group,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:20Z,GPRK,GeoPark Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T00:53:39Z,HIMX,"Himax Technologies, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T03:38:47Z,ABX,"Abacus Global Management, Inc.",9.75,0.0,0.0,0.0,3.9,19,1.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider accumulation detected for abx",4,1,2.47,9.0,25.0,1.91,2.31,2.31,3.19,Elevated vs Baseline,"event_intel_score, sec_insider_score, signal_count, days_since_latest_event","insider activity spike, signal count spike, events are fresher than usual",0,0
2026-03-17T03:40:29Z,GRNT,"Granite Ridge Resources, Inc.",9.6,0.0,0.0,0.0,3.84,12,1.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider accumulation detected for grnt",1,0,3.84,12.0,1.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:32Z,GRPN,"Groupon, Inc.",8.96,0.0,0.0,0.0,3.58,2,1.0,Insider Activity Watch,"administrative, form4, insider, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider selling detected for grpn",1,0,3.58,2.0,1.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:18Z,BMBL,Bumble Inc.,7.96,0.0,0.0,0.0,3.18,2,5.0,Insider Activity Watch,"form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 5 day(s) ago, insider selling detected for bmbl",4,1,3.18,2.0,3.0,0.0,0.0,-2.31,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T03:39:31Z,BRBR,"BELLRING BRANDS, INC.",7.96,0.0,0.0,0.0,3.18,14,6.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for brbr",1,0,3.18,14.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:36Z,HNRG,HALLADOR ENERGY CO,7.7,0.0,0.0,0.0,3.08,3,6.0,Insider Activity Watch,"buy, form4, insider, parsed",SEC EDGAR,"meaningful insider filing activity, latest event 6 day(s) ago, insider accumulation detected for hnrg",1,0,3.08,3.0,6.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:15Z,BLND,"Blend Labs, Inc.",7.47,0.0,0.0,0.0,2.99,8,19.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 19 day(s) ago, insider selling detected for blnd",4,1,2.99,8.0,17.0,0.0,0.0,-0.78,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T03:39:37Z,BW,"Babcock & Wilcox Enterprises, Inc.",7.47,0.0,0.0,0.0,2.99,4,8.0,Insider Activity Watch,"form4, insider, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 8 day(s) ago, insider selling detected for bw",4,1,3.77,4.0,6.0,-1.04,0.0,-2.22,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T03:40:07Z,CMCO,COLUMBUS MCKINNON CORP,7.3,0.0,0.0,0.0,2.92,20,14.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell, tax_withholding, unparsed",SEC EDGAR,"meaningful insider filing activity, latest event 14 day(s) ago, insider selling detected for cmco",1,0,2.92,20.0,14.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:02Z,BCRX,BIOCRYST PHARMACEUTICALS INC,7.24,0.0,0.0,0.0,2.9,6,14.0,Insider Activity Watch,"buy, form4, insider, option_exercise, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 14 day(s) ago, insider selling detected for bcrx",2,0,2.9,6.0,13.5,0.0,0.0,-0.25,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T03:39:48Z,CLOV,"CLOVER HEALTH INVESTMENTS, CORP. /DE",7.17,0.0,0.0,0.0,2.87,9,12.0,Insider Activity Watch,"form4, insider, open_market_sale, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 12 day(s) ago, insider selling detected for clov",1,0,2.87,9.0,12.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:06Z,BGY,BlackRock Enhanced International Dividend Trust,6.06,0.0,0.0,0.0,2.42,4,42.0,Insider Activity Watch,"buy, form4, insider, option_exercise, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 42 day(s) ago, insider selling detected for bgy",1,0,2.42,4.0,42.0,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:13Z,CTMX,"CytomX Therapeutics, Inc.",5.2,0.0,0.0,0.0,2.08,5,41.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 41 day(s) ago, insider accumulation detected for ctmx",2,0,2.08,5.0,40.5,0.0,0.0,-0.08,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T03:39:33Z,BRCB,"Black Rock Coffee Bar, Inc.",3.75,0.0,0.0,0.0,1.5,1,5.0,Low Event Signal,"administrative, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 5 day(s) ago, recent insider filing activity for brcb",2,0,1.5,1.0,4.5,0.0,0.0,-0.67,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T03:38:54Z,ALOY,REALLOYS INC.,1.95,0.0,0.0,0.0,0.78,6,12.0,Low Event Signal,"form4, insider, unparsed",SEC EDGAR,"recent insider filings, latest event 12 day(s) ago, recent form 4 filing for aloy",4,1,0.78,6.0,10.0,0.0,0.0,-1.33,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T03:38:48Z,AGRO,Adecoagro S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:38:48Z,ALM,Almonty Industries Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:38:55Z,ARIS,Aris Mining Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:38:56Z,BBAR,Banco BBVA Argentina S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:07Z,BLDP,Ballard Power Systems Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:38Z,BWLP,BW LPG Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:38Z,CGAU,Centerra Gold Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:39:39Z,CION,CION Investment Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",4,1,0.0,0.0,,0.0,0.0,0.0,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T03:40:16Z,DSGN,"Design Therapeutics, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T03:40:16Z,ERIC,ERICSSON LM TELEPHONE CO,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:17Z,FINV,FinVolution Group,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:17Z,GPRK,GeoPark Ltd,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T03:40:32Z,HIMX,"Himax Technologies, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T19:08:08Z,ABSI,Absci Corp,9.75,0.0,0.0,0.0,3.9,21,1.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider accumulation detected for absi",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:38Z,TALK,"Talkspace, Inc.",9.75,0.0,0.0,0.0,3.9,10,1.0,Insider Activity Watch,"buy, form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 1 day(s) ago, insider selling detected for talk",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:36Z,IRWD,IRONWOOD PHARMACEUTICALS INC,8.45,0.0,0.0,0.0,3.38,13,5.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 5 day(s) ago, insider accumulation detected for irwd",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:27Z,SOFI,"SoFi Technologies, Inc.",8.45,0.0,0.0,0.0,3.38,16,4.0,Insider Activity Watch,"buy, form4, insider, open_market_buy, open_market_sale, option_exercise, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for sofi",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:44Z,MVST,"Microvast Holdings, Inc.",8.22,0.0,0.0,0.0,3.29,9,4.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 4 day(s) ago, insider accumulation detected for mvst",1,0,3.29,10.0,3.0,0.0,-0.67,-1.33,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T19:09:10Z,PEPG,PepGen Inc.,7.47,0.0,0.0,0.0,2.99,8,11.0,Insider Activity Watch,"buy, form4, insider, open_market_sale, parsed, sell",SEC EDGAR,"meaningful insider filing activity, latest event 11 day(s) ago, insider selling detected for pepg",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:01Z,PCT,"PureCycle Technologies, Inc.",7.36,0.0,0.0,0.0,2.94,12,14.0,Insider Activity Watch,"buy, form4, insider, parsed, sell, tax_withholding",SEC EDGAR,"meaningful insider filing activity, latest event 14 day(s) ago, insider selling detected for pct",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:21Z,CTMX,"CytomX Therapeutics, Inc.",5.2,0.0,0.0,0.0,2.08,5,41.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 41 day(s) ago, insider accumulation detected for ctmx",3,0,2.08,5.0,41.0,0.0,0.0,0.0,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T19:08:46Z,NFE,New Fortress Energy Inc.,4.6,0.0,0.0,0.0,1.84,2,40.0,Low Event Signal,"buy, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 40 day(s) ago, insider accumulation detected for nfe",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:15Z,ALOY,REALLOYS INC.,1.95,0.0,0.0,0.0,0.78,6,12.0,Low Event Signal,"form4, insider, unparsed",SEC EDGAR,"recent insider filings, latest event 12 day(s) ago, recent form 4 filing for aloy",5,1,0.78,6.0,10.0,0.0,0.0,-1.33,0.0,Within Baseline,,current activity is within the recent ticker baseline,0,0
2026-03-17T19:09:42Z,VIA,"Via Transportation, Inc.",1.25,0.0,0.0,0.0,0.5,1,28.0,Low Event Signal,"administrative, form4, insider, parsed",SEC EDGAR,"recent insider filings, latest event 28 day(s) ago, recent insider filing activity for via",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:09Z,AGRO,Adecoagro S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T19:08:15Z,BBAR,Banco BBVA Argentina S.A.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T19:08:22Z,FINV,FinVolution Group,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 2 prior scan(s),0,0
2026-03-17T19:08:36Z,LAES,SEALSQ Corp,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,Baseline Building,,baseline still building from 1 prior scan(s),0,0
2026-03-17T19:08:47Z,OBE,OBSIDIAN ENERGY LTD.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:08:48Z,OCGN,"Ocugen, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:39Z,TME,Tencent Music Entertainment Group,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,no event-intel signals; SEC=no recent Form 4 filings; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set,0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:39Z,TOI,"Oncology Institute, Inc.",0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
2026-03-17T19:09:40Z,TRON,Tron Inc.,0.0,0.0,0.0,0.0,0.0,0,,Low Event Signal,,,"no event-intel signals; SEC=recent Form 4 filings found, but no actionable transactions parsed; SAM=SAM_API_KEY not set; Congress=HOUSE_PTR_CSV not set",0,0,,,,0.0,0.0,0.0,0.0,No Baseline,,baseline unavailable: no prior scans for ticker,0,0
